"id_cuidador","id_usuario","nome","sexo","data_nascimento","parentesco_paciente","telefone"
"46989","46989","Angel Marshall","F","1970-01-12","Filha","001-237-019-3723x30297"
"46990","46990","Corey Delgado","F","1964-12-31","Cônjuge","682.274.9644x503"
"46991","46991","William Ray","M","1996-06-27","Genro","228.547.3069x6818"
"46992","46992","Carlos Howell","M","1955-10-17","Filho","(151)869-3510"
"46993","46993","Marcia Campbell","M","1977-06-07","Nora","901.469.5509"
"46994","46994","William Miller","M","1982-06-16","Sobrinho","7795877961"
"46995","46995","Anthony Perez","M","1973-06-16","Genro","991-789-0833x36491"
"46996","46996","Jeffrey Cabrera","F","2001-12-29","Filha","+1-199-742-2290x890"
"46997","46997","Dr. Derrick Thompson PhD","F","1988-07-21","Primo","(193)294-5006x6738"
"46998","46998","Alexander Hicks","M","1963-12-25","Filha","001-836-818-8377x02118"
"46999","46999","Rose Jones","F","1982-11-27","Nora","+1-283-782-2620x94468"
"47000","47000","Debbie Schwartz","M","1996-05-08","Filha","510.812.5057x81587"
"47001","47001","Stephen Perry","M","1975-09-08","Sobrinho","117-812-0759"
"47002","47002","George Hart","M","1982-02-04","Cônjuge","(276)222-7221x956"
"47003","47003","Shane Gaines","M","1990-07-16","Genro","191.778.4242"
"47004","47004","Duane Giles","F","1968-10-26","Primo","(867)924-7566"
"47005","47005","Molly Lee","F","1979-10-28","Primo","9696811773"
"47006","47006","Jessica Rose","M","1970-08-17","Sobrinho","(331)725-8366x76191"
"47007","47007","David Wright","M","1991-11-16","Genro","687.803.9811x575"
"47008","47008","John Allen","M","1993-06-09","Filho","001-753-684-5297x64999"
"47009","47009","Eric Charles","F","1972-03-12","Genro","(015)449-1602x2032"
"47010","47010","Sean Harris","M","1973-01-30","Genro","582.858.1168x470"
"47011","47011","Tyler Andrews","F","2001-07-08","Nora","+1-897-265-1065x99324"
"47012","47012","John Hendrix","M","1974-01-20","Filho","(513)486-8905"
"47013","47013","Shawn Soto","M","2001-12-26","Filho","126.949.7032x399"
"47014","47014","Stephanie Garcia","F","1967-07-09","Filho","746-234-2153"
"47015","47015","Jay Pratt","M","1990-09-01","Sobrinho","391-482-6380x97011"
"47016","47016","Carl Martinez","M","2000-01-20","Filho","+1-149-469-1369x27658"
"47017","47017","Nancy White","F","1963-01-01","Sobrinho","(280)325-9262x8774"
"47018","47018","Mr. William Weaver DVM","M","1998-05-28","Primo","001-009-003-6935x5009"
"47019","47019","Ryan Waller","F","1989-01-08","Filho","917.043.1575x07175"
"47020","47020","Jessica Perry","F","1973-07-09","Filha","(309)794-3759"
"47021","47021","Stephanie Nelson","M","1985-03-16","Genro","390-782-9968x825"
"47022","47022","Joshua Barajas","F","1996-12-03","Genro","381-129-2450"
"47023","47023","Alan Salinas","F","1964-12-03","Primo","(719)556-9583x28188"
"47024","47024","Dominic Hodges","M","1967-03-10","Cônjuge","(497)075-0925"
"47025","47025","Ian Rodriguez","M","2005-08-05","Genro","848.153.2678"
"47026","47026","Dakota Miles","F","1983-09-02","Genro","+1-992-918-7094"
"47027","47027","Brian Wilson","F","1975-10-22","Cônjuge","(591)264-0548x8001"
"47028","47028","Tammy Meyer","M","1994-05-22","Sobrinho","6926634146"
"47029","47029","James Stewart","M","1974-01-06","Sobrinho","001-867-268-0845x316"
"47030","47030","Miranda Burke","M","1985-03-13","Filho","001-966-240-8097x4914"
"47031","47031","Charles Page","F","1964-03-11","Genro","302.488.0945x75612"
"47032","47032","Jeffrey Strickland","F","1996-01-14","Genro","001-719-942-0122x5377"
"47033","47033","David Lee","M","1973-12-01","Filha","958.919.7222x157"
"47034","47034","Daniel Smith","M","2002-07-02","Filho","001-330-675-2807x8142"
"47035","47035","Christy Schaefer MD","F","2004-04-01","Nora","(595)264-0486x5186"
"47036","47036","Matthew Hodge","F","1975-07-03","Cônjuge","(277)452-8871x7975"
"47037","47037","Lonnie Gardner","M","2000-01-16","Nora","(016)533-0192x399"
"47038","47038","Michele Ferrell","M","1965-10-12","Nora","5552731953"
"47039","47039","Brian Moody","F","1975-10-27","Primo","(998)691-3536x3203"
"47040","47040","Michelle Romero","F","1969-09-15","Cônjuge","773-810-2262"
"47041","47041","Tamara Flores","F","1965-08-13","Primo","+1-092-290-3501x4656"
"47042","47042","Elizabeth Hall","F","1956-06-07","Cônjuge","001-917-748-3765x637"
"47043","47043","Amber Gill","M","1971-08-29","Filho","011.836.5076x0355"
"47044","47044","Kyle Atkinson","M","1976-01-29","Genro","+1-120-932-1422x830"
"47045","47045","Angela Macdonald","F","2004-01-20","Nora","+1-421-442-4124x33325"
"47046","47046","Donald Rogers","F","1997-11-03","Cônjuge","+1-102-228-4734x021"
"47047","47047","Lori Trujillo","M","1982-04-20","Filha","(807)660-8866x0960"
"47048","47048","Don Smith","M","2004-12-08","Genro","(496)831-9233"
"47049","47049","Angie Hernandez","M","2004-03-28","Genro","4974834233"
"47050","47050","Andrew Lewis","F","1969-10-19","Genro","(075)773-7556"
"47051","47051","Tristan Richards","F","1974-08-12","Nora","488.165.0288x7532"
"47052","47052","Laura Miller","F","1989-05-19","Nora","014.410.1943x593"
"47053","47053","Brianna Carlson","M","1994-10-20","Filha","255-553-6430x922"
"47054","47054","Michelle Flowers","M","1996-07-24","Cônjuge","001-308-307-6049x7870"
"47055","47055","Robert Smith","M","1977-09-11","Genro","4868005984"
"47056","47056","Christopher Heath MD","F","1971-06-12","Cônjuge","505-069-3703x0988"
"47057","47057","Glenn Callahan","F","2004-11-25","Nora","(579)889-4466"
"47058","47058","Donna Green","F","1972-11-09","Filha","+1-697-982-1855x19980"
"47059","47059","Stacey Moss","F","1961-07-10","Nora","(741)011-3334x6336"
"47060","47060","Brian Guerrero","M","1983-10-13","Nora","(774)319-2994"
"47061","47061","William Bender MD","F","2005-01-10","Primo","(578)711-3159x4421"
"47062","47062","Marissa Nielsen","F","1956-10-26","Filha","980-039-1167"
"47063","47063","Lori Williams","M","1993-11-12","Genro","608.693.6881x67583"
"47064","47064","Lisa Johnson","M","1962-09-17","Filha","(912)279-7264x014"
"47065","47065","Regina Ochoa","M","1995-05-31","Sobrinho","7634935857"
"47066","47066","Joel Young Jr.","F","2003-05-06","Filha","446.176.2958"
"47067","47067","Matthew Hansen","M","1983-03-12","Genro","201.136.4200x81537"
"47068","47068","Rebecca Petty","M","2003-01-16","Primo","(529)889-6144x02056"
"47069","47069","Nicole Rivera","F","2002-03-04","Nora","+1-020-085-8486x64856"
"47070","47070","Anthony Nguyen","M","1972-01-12","Sobrinho","(567)362-0234x5804"
"47071","47071","Timothy Gonzalez","F","1973-06-19","Genro","(064)127-4992x5651"
"47072","47072","Matthew Rivas","F","1987-12-15","Cônjuge","+1-137-958-5209"
"47073","47073","Amber Mack","F","1965-03-04","Nora","(443)137-5945x80693"
"47074","47074","Justin Bryant","M","1985-09-19","Sobrinho","(673)410-9718"
"47075","47075","Kristen Williams","F","1983-01-07","Genro","167.293.1603"
"47076","47076","Lisa Singleton","M","1982-07-13","Sobrinho","151.108.7120"
"47077","47077","Mark Rocha","F","2002-11-07","Primo","608.367.9236x84973"
"47078","47078","Valerie Carlson","M","1974-05-19","Primo","001-288-575-0180"
"47079","47079","Samantha Gonzalez","F","1998-03-14","Filho","049-009-4505x13366"
"47080","47080","James Wilson","F","2003-12-17","Genro","562-877-1281x82485"
"47081","47081","Joseph Webb","M","1959-10-25","Filha","730-751-7991x4278"
"47082","47082","Carrie Murphy","M","1964-06-02","Filho","(563)011-0571x500"
"47083","47083","Jason Smith","M","1976-03-14","Filha","402.115.2909"
"47084","47084","Miss Stephanie Hopkins","M","1998-11-01","Sobrinho","001-427-859-3409"
"47085","47085","Christopher Miranda","M","1963-02-27","Cônjuge","+1-067-023-1802"
"47086","47086","Elizabeth Sweeney","M","1992-09-22","Sobrinho","(735)616-3365"
"47087","47087","Alyssa Christensen","F","1982-10-19","Cônjuge","001-950-862-6465x0018"
"47088","47088","Emma Green","F","2003-01-17","Genro","(763)950-2710x4394"
"47089","47089","Anthony Miller MD","M","1996-08-05","Sobrinho","(941)070-5778"
"47090","47090","Michael Trevino","M","1969-03-02","Genro","(956)304-9851"
"47091","47091","James Smith","M","1999-02-08","Sobrinho","5348173373"
"47092","47092","Christopher Mays","M","1964-07-31","Filho","9584904959"
"47093","47093","Ethan Smith","M","1992-10-26","Nora","447.364.0123"
"47094","47094","Kimberly Miller","F","1997-07-28","Filho","+1-598-735-9104x252"
"47095","47095","Teresa Scott","M","1962-05-07","Cônjuge","193.929.5485"
"47096","47096","Rhonda Turner","F","1987-08-09","Primo","8857448273"
"47097","47097","Keith Newman","M","1991-10-08","Primo","001-851-412-8842x55771"
"47098","47098","Walter Anderson","M","2001-07-08","Filha","+1-777-977-0002x2579"
"47099","47099","Jacqueline Burns","F","1973-12-01","Genro","+1-644-914-3394x3408"
"47100","47100","Brandon Doyle","F","2001-02-24","Genro","4369092471"
"47101","47101","Cheryl Schultz","M","1989-11-05","Filho","(608)480-7481x279"
"47102","47102","Crystal Meadows","M","1993-03-14","Nora","001-839-026-0708x758"
"47103","47103","Emily Miller","M","1960-12-21","Primo","+1-254-889-8584"
"47104","47104","Brenda Ford","M","1993-04-04","Nora","(829)732-8177"
"47105","47105","Jennifer Rivera","M","1980-07-09","Sobrinho","+1-367-075-7016"
"47106","47106","Brian Carlson","F","1989-06-19","Filho","431.056.6580"
"47107","47107","Janet Holt","F","1963-05-13","Genro","629-305-3915x77242"
"47108","47108","Ryan Howard","F","2002-10-05","Primo","053-703-2152"
"47109","47109","Shelby Owens","M","2004-03-01","Nora","(194)937-1481x560"
"47110","47110","Joshua Davis","M","1991-12-03","Primo","954-982-1789"
"47111","47111","Lauren Moore","M","1974-08-09","Cônjuge","4899437987"
"47112","47112","Kelly Randall","F","1979-03-20","Filho","(297)410-0037"
"47113","47113","Rodney Hoover","F","1987-12-07","Genro","8518962178"
"47114","47114","Joann Hernandez","F","1991-11-15","Filho","(417)132-2088x78982"
"47115","47115","Robert Holmes","F","2000-07-16","Sobrinho","485.802.7356x869"
"47116","47116","Brandi Evans","F","1964-03-18","Genro","650-863-8923x5806"
"47117","47117","Frances Graham","F","1955-04-20","Primo","572-946-1690x22946"
"47118","47118","Dr. John Johnson","M","1997-02-19","Filho","3856901645"
"47119","47119","Destiny Thomas","M","1990-02-11","Filho","539-770-8432x53447"
"47120","47120","Hannah Perez","M","1974-01-14","Sobrinho","640.463.1165x798"
"47121","47121","Bianca Collins","F","2001-02-12","Filho","001-916-033-8212x35397"
"47122","47122","Anthony Rodriguez","F","1993-02-23","Filho","507-510-2376x911"
"47123","47123","Samuel Dickerson","M","1971-10-22","Cônjuge","549.413.9064x1610"
"47124","47124","James Chavez","F","1972-10-09","Sobrinho","+1-273-493-2864"
"47125","47125","Angie Johnson","M","1982-02-08","Cônjuge","763-789-5275"
"47126","47126","Jesse Mitchell","M","1986-06-11","Cônjuge","+1-551-361-0372"
"47127","47127","Christopher Saunders","M","1993-06-30","Sobrinho","+1-369-474-4130"
"47128","47128","David Mata","F","1973-08-12","Genro","700.635.3096"
"47129","47129","Andrea Smith","M","1960-07-05","Genro","001-884-781-7480x20926"
"47130","47130","Lee Davis","M","1960-06-25","Filho","666-296-3815"
"47131","47131","Logan Smith","M","1970-11-12","Filho","001-275-675-4604x9661"
"47132","47132","Andrew Phillips","F","1956-08-12","Primo","(736)587-7751"
"47133","47133","Michael Powell","F","1982-09-19","Nora","6058105914"
"47134","47134","Aaron Mcdonald","F","1977-11-19","Primo","2720180802"
"47135","47135","Austin Jimenez","M","1960-09-16","Filha","(039)786-4068x91096"
"47136","47136","Cheryl Mathis","M","1969-01-16","Filho","708.216.2584"
"47137","47137","Yvette Wood","F","1956-05-31","Nora","043-115-1443x594"
"47138","47138","David Johnson","F","1965-09-09","Primo","+1-216-596-3941x563"
"47139","47139","Robert Foster","F","1978-11-11","Sobrinho","091-739-8572x587"
"47140","47140","Tonya Wells","M","1963-08-29","Cônjuge","804.712.7566"
"47141","47141","Henry Long","M","1957-08-08","Nora","+1-377-444-9742x584"
"47142","47142","Mr. Michael Mcknight","M","1990-03-23","Cônjuge","307-062-7646"
"47143","47143","Ryan Evans","F","1996-09-06","Filha","001-861-823-9813x58233"
"47144","47144","Jennifer Rodriguez","M","2001-04-06","Genro","789.077.6441"
"47145","47145","Isaac Kerr","M","2001-11-03","Nora","438.881.0809x04871"
"47146","47146","Tara Scott","F","1978-05-28","Cônjuge","997-598-0405x20962"
"47147","47147","Taylor Turner","M","1959-04-14","Nora","(733)175-1257"
"47148","47148","Gregory Lopez","M","1955-10-04","Sobrinho","001-542-644-2322"
"47149","47149","Chelsey Jones","M","1965-07-03","Filha","001-258-582-0083x92722"
"47150","47150","Michelle Pittman","M","1967-11-23","Genro","+1-686-420-7811x15002"
"47151","47151","Steven Tyler","M","1986-10-22","Nora","698.458.7818"
"47152","47152","Chad May","F","1983-06-04","Nora","(059)631-2479"
"47153","47153","Jessica Hartman","M","1984-04-20","Genro","1318743631"
"47154","47154","Timothy Cain","M","1988-06-09","Primo","(966)652-7005x81247"
"47155","47155","Justin Thomas","M","1988-06-15","Primo","+1-986-882-4917x3626"
"47156","47156","Dale Mitchell","M","1988-02-13","Nora","(988)944-4003"
"47157","47157","Jennifer Fischer","F","1965-09-05","Genro","783.269.7913x36832"
"47158","47158","Kelly Leblanc","M","1985-02-17","Nora","228.844.5048x80889"
"47159","47159","Luis Copeland","F","1989-04-02","Cônjuge","+1-600-970-7496"
"47160","47160","Madison Richardson","M","1969-01-13","Genro","341.423.3501x71041"
"47161","47161","Peter Lee","F","2004-11-05","Filha","001-682-791-0776x2231"
"47162","47162","Anthony Flores","M","1960-12-04","Filha","001-581-349-9732x9300"
"47163","47163","Joseph Smith","F","1995-12-07","Sobrinho","688.303.9359x160"
"47164","47164","William Perry","M","1974-04-25","Genro","112-404-9663"
"47165","47165","Brian Garcia","M","1964-06-03","Genro","283-054-3178x9474"
"47166","47166","Nicholas Shaw","F","1989-07-28","Sobrinho","205-323-0260"
"47167","47167","Yolanda Clay","M","1979-05-01","Cônjuge","+1-784-168-6215x41252"
"47168","47168","Paul Turner","F","1955-10-23","Primo","001-096-094-0258x7186"
"47169","47169","Jessica Young","F","1991-03-29","Genro","001-190-478-2538x038"
"47170","47170","Scott Gonzalez","M","1959-09-10","Nora","638.844.9393x56081"
"47171","47171","Victoria Alexander","F","2001-08-03","Genro","2642068628"
"47172","47172","Michael Murphy","F","1962-06-10","Sobrinho","0811747369"
"47173","47173","Tammy Mccoy","F","1975-06-07","Sobrinho","580-778-4221x905"
"47174","47174","James Fuentes","M","1988-12-19","Filho","(815)493-0436"
"47175","47175","Danielle Ross","M","1994-10-19","Filho","388-254-3380x183"
"47176","47176","Jason Gomez","F","1955-09-08","Sobrinho","031.110.2970x829"
"47177","47177","Yesenia Heath","M","1976-03-25","Primo","964.944.9832x41094"
"47178","47178","Alyssa Bryant","M","1958-01-18","Primo","+1-410-781-4845x047"
"47179","47179","Kayla Hunt","F","1975-01-08","Filho","(465)526-7532x2496"
"47180","47180","Amy Miller","M","1956-08-12","Genro","001-283-527-8170"
"47181","47181","Donald Jones","F","1992-07-07","Filha","420.974.6747"
"47182","47182","Anthony Scott","M","1979-06-08","Cônjuge","+1-171-705-0230"
"47183","47183","Kimberly Evans","M","2002-01-27","Filha","815-014-5427"
"47184","47184","Robin Mcclure","F","1994-01-13","Filha","132.751.7293x97805"
"47185","47185","Dawn Nelson","M","1984-11-21","Cônjuge","+1-359-964-3029"
"47186","47186","Jessica Weaver","F","1984-10-10","Filho","066.776.1343x4771"
"47187","47187","Jimmy Bradley","M","1971-07-18","Filha","(439)301-7470x0357"
"47188","47188","Kevin Nguyen","F","1992-11-13","Filho","+1-790-413-1619x118"
"47189","47189","Cheryl Parker","F","1980-11-12","Nora","551-722-7456"
"47190","47190","Christopher Long","F","1999-08-05","Genro","(926)289-5840x808"
"47191","47191","Sandra Sparks","M","1961-09-17","Genro","001-639-009-4061x063"
"47192","47192","Aaron Simmons","M","1981-01-28","Nora","158-506-4061"
"47193","47193","Mariah Elliott","M","1977-03-15","Primo","001-809-019-7069x81017"
"47194","47194","Stacy Hall","M","1982-07-10","Nora","001-118-485-6169"
"47195","47195","Andrew Serrano","F","1998-07-28","Filho","+1-326-938-9058x2987"
"47196","47196","Alice Rogers","M","1969-05-28","Primo","6209213625"
"47197","47197","Penny Chan","M","1995-02-26","Filha","075.708.4957x8277"
"47198","47198","Gail Larson","M","2003-04-22","Nora","001-749-073-6835x46342"
"47199","47199","Monique Fuller","M","1956-04-30","Filha","(454)817-0210"
"47200","47200","Sean York","M","1967-09-05","Sobrinho","037.587.6468x299"
"47201","47201","Natalie Wilkerson","F","1979-11-12","Sobrinho","687-250-7768"
"47202","47202","David Cunningham","M","1973-02-19","Primo","+1-424-819-6272"
"47203","47203","Russell Henderson","M","1989-08-07","Primo","+1-368-076-8330x435"
"47204","47204","Brian Daniels","M","1999-08-28","Filho","304-275-1239x656"
"47205","47205","Julie Hicks","M","1967-03-25","Primo","639.638.4043"
"47206","47206","Sheila Howard","M","1968-04-09","Sobrinho","087-728-5209x9969"
"47207","47207","Debra Mckinney","F","1969-09-29","Genro","450-790-9194x190"
"47208","47208","Elizabeth Stokes","M","1975-12-06","Sobrinho","+1-408-734-2966x2655"
"47209","47209","David Harris","F","1999-03-05","Sobrinho","509.436.6609"
"47210","47210","Chelsea Joseph","F","1998-03-29","Genro","001-596-848-8196x2129"
"47211","47211","Ashley Hess","F","1987-12-10","Filho","234.911.8405x01140"
"47212","47212","Jeanette Hill","F","1984-10-15","Filha","646.163.8327x03464"
"47213","47213","Loretta Wong","M","1975-03-16","Primo","9344989732"
"47214","47214","Katherine Brown","M","1964-04-18","Sobrinho","626.119.2309"
"47215","47215","Ellen Lopez","M","1961-05-12","Cônjuge","243-689-6011x0524"
"47216","47216","John Ware","M","1995-12-27","Genro","724.946.2976x21974"
"47217","47217","Patricia Jones","F","2005-09-02","Nora","236.542.7072"
"47218","47218","Eric Mcdonald","F","1999-01-09","Filha","+1-363-163-5026x898"
"47219","47219","Brent Hansen","M","2001-04-09","Primo","001-888-721-2343"
"47220","47220","Robert Odom","M","1968-02-04","Filha","001-353-190-8973"
"47221","47221","Michael Schwartz","M","1992-07-29","Nora","+1-235-899-5412x30124"
"47222","47222","Matthew Diaz","M","1981-03-29","Primo","+1-924-006-5597x77994"
"47223","47223","Tyler Thompson","M","1964-07-11","Genro","883.528.3410x165"
"47224","47224","Joanna James","M","1959-01-30","Cônjuge","268.974.7299x67684"
"47225","47225","Michael Todd","M","1962-03-08","Sobrinho","1256765937"
"47226","47226","Gabriella Martin","M","1967-05-29","Filho","(945)688-0991x8463"
"47227","47227","Joshua Solis","F","1999-05-06","Sobrinho","662.820.8868"
"47228","47228","Sonia Peterson","M","1996-08-19","Cônjuge","(332)116-4699x4318"
"47229","47229","Elizabeth Nguyen","M","1994-08-07","Sobrinho","+1-068-099-3754x91427"
"47230","47230","Mario Weiss","M","1989-05-20","Nora","001-105-597-3383x660"
"47231","47231","Benjamin Bryant","M","1982-03-21","Nora","001-258-215-6711x80026"
"47232","47232","Brian Hicks","F","1993-12-05","Genro","3031039637"
"47233","47233","Matthew Rasmussen","F","1975-12-18","Primo","001-799-780-8615"
"47234","47234","Paul Sandoval","F","1976-11-26","Filha","+1-140-381-9917x054"
"47235","47235","Carl Salas","M","1964-03-21","Filho","001-835-370-7734"
"47236","47236","Margaret Mason","M","1956-03-13","Nora","001-716-404-4581"
"47237","47237","Jacob Hodge","M","1990-05-16","Genro","001-406-637-3930x8221"
"47238","47238","Kathy Golden","F","1958-07-06","Filho","407-608-2586x70691"
"47239","47239","Daniel Smith","M","1964-12-19","Nora","(424)522-0800x067"
"47240","47240","Joseph Carson","M","1963-11-21","Filho","271.069.2196x490"
"47241","47241","Stephanie Schmitt","M","2003-06-28","Filha","157-832-3410x755"
"47242","47242","Michaela Arias","M","1998-10-17","Genro","001-435-215-0245x34958"
"47243","47243","Steven Wilson","F","1976-10-18","Genro","219-840-0798x6133"
"47244","47244","Kevin Peters","F","1964-04-14","Sobrinho","001-038-417-8027x587"
"47245","47245","Eric Freeman","M","1994-01-19","Filho","355-530-3478"
"47246","47246","Brandon Freeman","F","1997-10-15","Nora","+1-109-656-2008"
"47247","47247","Jeffrey Pacheco","F","1966-05-05","Nora","001-388-322-4783x14697"
"47248","47248","David Bishop","F","1956-11-26","Genro","(077)000-7081x8159"
"47249","47249","Kathryn Hicks","M","1991-06-27","Primo","767.722.5535"
"47250","47250","Lisa Willis","M","1999-12-13","Nora","001-401-015-8225"
"47251","47251","Shelia Harris","M","1991-11-22","Filho","330.887.8592x4084"
"47252","47252","Vicki Orr","F","1987-09-14","Sobrinho","001-958-027-4008x8382"
"47253","47253","William Wilson","M","1978-01-18","Filho","+1-176-262-1527x3325"
"47254","47254","Anne Stone","F","1988-09-07","Nora","693.240.7041x460"
"47255","47255","Traci Mckee","F","2002-06-01","Filha","929-446-5801"
"47256","47256","Gina Houston","F","1993-04-23","Sobrinho","119.945.7971x6042"
"47257","47257","Benjamin Robinson","F","1988-06-25","Primo","001-479-132-6644"
"47258","47258","Cameron Collins","F","1996-10-29","Nora","001-011-743-9955x405"
"47259","47259","Brad Ortiz","M","1996-10-15","Filho","994.086.0129"
"47260","47260","Cynthia Smith","M","1973-05-21","Primo","+1-173-298-9451x020"
"47261","47261","Dr. Carly Ray MD","M","1987-12-16","Genro","001-951-513-7375"
"47262","47262","Joshua Blackburn","M","1981-05-14","Primo","(825)517-1695x12599"
"47263","47263","Alexis Hall DDS","M","1997-10-28","Nora","576.392.6936"
"47264","47264","Julian Phillips","M","1987-07-30","Genro","(664)825-7976"
"47265","47265","Peggy Padilla","M","1975-04-11","Sobrinho","616-428-9700x5051"
"47266","47266","Mary Johnson","F","1998-07-15","Genro","248.820.9803"
"47267","47267","Shelley Li","M","1957-05-08","Genro","+1-781-906-3193x78800"
"47268","47268","Sarah Humphrey","F","1965-04-24","Nora","355-446-7536x48762"
"47269","47269","Rebecca Murray","F","1963-07-29","Sobrinho","916-575-1661x228"
"47270","47270","Jeffrey Smith","F","1961-11-17","Nora","(586)985-7775x0431"
"47271","47271","Sarah Russell","M","1997-01-24","Nora","084.700.2187"
"47272","47272","Anne Wheeler","M","1963-09-24","Primo","+1-907-624-4585"
"47273","47273","Aaron Hatfield","M","2005-10-07","Filha","005-639-1778x56288"
"47274","47274","Christopher Pena","M","1967-04-27","Filha","(942)485-0343x671"
"47275","47275","Steven Johnson","M","1981-04-06","Filho","001-120-321-1785x663"
"47276","47276","Lindsey Green","F","1986-01-16","Sobrinho","166.439.2056x375"
"47277","47277","Timothy Harris","M","1987-07-31","Nora","+1-171-849-6206x0322"
"47278","47278","Heather Solis","F","1999-09-28","Nora","001-434-748-2607x95596"
"47279","47279","Dorothy Sutton","M","2003-07-18","Nora","001-872-297-2542x206"
"47280","47280","Jacqueline Peters","F","1991-11-15","Nora","001-745-155-9353"
"47281","47281","Kristen Holloway","F","1976-03-21","Genro","001-615-975-4778x81079"
"47282","47282","Jennifer Stout","M","2004-08-28","Filho","333-088-6089x37131"
"47283","47283","Patricia Mayer DDS","M","1970-07-21","Primo","+1-145-405-9080x38627"
"47284","47284","Michael Martinez","M","1979-07-22","Primo","674-006-7376x2118"
"47285","47285","John Santos","M","1971-07-31","Filha","001-258-895-1787x5372"
"47286","47286","Jennifer Crawford","M","1969-09-23","Cônjuge","861.660.8194"
"47287","47287","Jodi Rhodes","F","1960-06-01","Primo","(781)930-3903x55875"
"47288","47288","Duane Moore","F","1998-01-04","Cônjuge","581-659-0754x17618"
"47289","47289","Heather Jackson","M","2001-09-24","Primo","(687)696-3040x81345"
"47290","47290","Michele Stephenson","M","1959-04-03","Filha","660.110.7672"
"47291","47291","Debra Gonzalez","F","1992-05-22","Genro","497-266-2964x0039"
"47292","47292","Cheryl Ramsey","F","1990-07-14","Genro","5350141547"
"47293","47293","Scott Atkinson","F","1996-03-12","Genro","001-827-060-8372x9458"
"47294","47294","Jason Grant","F","1997-08-09","Sobrinho","+1-000-906-5283x9708"
"47295","47295","Thomas Lowery","F","1985-04-30","Sobrinho","001-144-420-3893x8888"
"47296","47296","Rebecca Patel","F","1957-08-28","Genro","001-209-208-7194"
"47297","47297","Ricky Norman","M","1977-07-19","Cônjuge","+1-056-925-3138"
"47298","47298","Wendy Ward","F","1973-03-02","Primo","(428)389-7499x26899"
"47299","47299","Crystal Freeman","M","1997-11-01","Sobrinho","745-952-6387x29982"
"47300","47300","Matthew Thompson","F","1973-04-29","Nora","+1-859-972-5636"
"47301","47301","David Malone","M","1993-04-07","Sobrinho","881-805-7937x1461"
"47302","47302","Anne Boyer","M","1980-04-27","Genro","+1-532-664-9480x3772"
"47303","47303","Anthony Hernandez","F","2001-04-25","Filha","049-174-0745x00797"
"47304","47304","Christopher Harrington","F","1999-06-27","Primo","(769)691-6434x492"
"47305","47305","Ryan Clark","F","1995-02-17","Sobrinho","+1-660-630-8707"
"47306","47306","Desiree Joseph","M","1989-04-09","Cônjuge","001-950-718-4631x9172"
"47307","47307","Kathleen Mercado","F","1983-08-14","Filho","(033)840-9362"
"47308","47308","Kimberly Swanson","F","1981-11-17","Nora","927.504.4856x7928"
"47309","47309","Derrick Douglas","F","1981-02-08","Sobrinho","(976)865-8715x033"
"47310","47310","Jason Hall","F","1994-02-17","Nora","+1-434-462-4707x33145"
"47311","47311","Miss Kristen Stewart DDS","M","1971-01-22","Cônjuge","020-900-9332"
"47312","47312","John Hernandez","F","1957-03-08","Genro","119-854-1909x2574"
"47313","47313","Jonathan Miller","F","1971-09-05","Nora","001-615-912-4851x2967"
"47314","47314","Brenda Thompson","F","1969-10-26","Cônjuge","164.893.9987"
"47315","47315","Rebecca Tyler","M","1994-06-01","Nora","(500)071-4056x7264"
"47316","47316","Nathan Mendoza","F","1992-03-04","Cônjuge","(933)533-8947x2455"
"47317","47317","Matthew Scott","M","1996-11-15","Sobrinho","+1-243-937-6540x7014"
"47318","47318","Jerry Ross","M","1980-11-29","Cônjuge","722.470.7869x618"
"47319","47319","Charles Hays","F","1964-05-03","Sobrinho","001-175-707-1907"
"47320","47320","Kathy Schultz","F","1959-11-11","Filha","001-798-127-7572x2987"
"47321","47321","Samuel Khan","M","2000-12-04","Sobrinho","2388883213"
"47322","47322","Rhonda Parrish","F","1961-08-20","Sobrinho","(452)502-5646x3093"
"47323","47323","Sabrina Henry","F","2001-08-02","Sobrinho","+1-767-176-3871x86859"
"47324","47324","Paul Stark","M","1969-12-08","Cônjuge","3630541900"
"47325","47325","Stephen Shaw","F","1963-03-19","Genro","001-182-798-1124"
"47326","47326","Ana Glass","M","1981-07-14","Cônjuge","+1-018-559-5380x6003"
"47327","47327","Katelyn Wallace","M","1975-02-14","Filho","442-381-1671x2405"
"47328","47328","Frank Jones","M","1962-08-27","Nora","001-142-991-3589x7482"
"47329","47329","Christian Doyle","F","1975-03-12","Primo","+1-177-873-5183"
"47330","47330","Tracy Newman","M","1966-03-11","Primo","714-864-7663"
"47331","47331","Mrs. Rachel Hall","F","1975-12-05","Filha","966.803.7171x6754"
"47332","47332","Cynthia Chan","M","1969-07-27","Primo","+1-480-221-1865x8505"
"47333","47333","Jeffrey Mills","M","1997-12-03","Filho","411-807-7780x134"
"47334","47334","Megan Downs","F","1990-08-20","Sobrinho","(480)869-5030"
"47335","47335","Stephen Sullivan","M","2003-02-01","Primo","001-154-600-1270x66094"
"47336","47336","Derek Wiley","F","1957-11-17","Cônjuge","309.015.4176"
"47337","47337","Anne White","M","1961-04-21","Sobrinho","001-235-603-2553x44213"
"47338","47338","Jennifer Davis","F","1993-03-19","Sobrinho","311.428.9384"
